title,authors,number_of_pages,publisher,publication_date,price_in_euros,discount_in_euros,rating,number_of_votes_goodreads,number_of_votes_one_star,number_of_votes_two_stars,number_of_votes_three_stars,number_of_votes_four_stars,number_of_votes_five_stars,bestsellers_rank,isbn13,language,category
Green Roof Construction and Maintenance (GreenSource Books),Kelly Luckett,208,McGraw-Hill Education - Europe,2009-10-16,75.75,0.75,3.71,7,0,0,4,1,2,986423,9780071608800,English,"Home, Garden"
Diane Warner's Complete Book of Wedding Vows : Hundreds of Ways to Say I Do  Revised Edition,Diane Warner,224,Red Wheel/Weiser,2006-01-30,12.46,1.54,3.78,27,1,3,5,10,8,380303,9781564148162,English,"Home, Garden"
The Book of the Earthworm,"Deirdra Whelan, Sally Coulthard",208,Head of Zeus,2022-03-01,10.08,2.42,4.04,121,3,0,23,58,37,487990,9781838939601,English,"Home, Garden"
Birds in a Book (A Bouquet in a Book): Jacket Comes Off. Branches Pop Up. Display Like a Bouquet!,"Rachel Grant, Lesley Earle",24,ABRAMS,2019-02-05,17.78,1.72,4.44,9,0,0,1,3,5,359921,9781419733932,English,"Home, Garden"
Kitchen Garden Book,Bird Richard,264,Anness Publishing,2012-06-16,17.36,0.14,4.3,10,0,0,1,5,4,449680,9781780190891,English,"Home, Garden"
The Art Trucks Of Japan,Cocoro Books,96,DH Publishing Incorporated,2008-10-16,9.49,4.41,3.6,5,0,1,2,0,2,1076378,9781932897432,English,"Home, Garden"
A Library of Misremembered Books : When We're Searching for a Book but Have Forgotten the Title,Marina Luz,96,Chronicle Books,2021-10-28,11.62,1.88,3.51,137,4,16,46,48,23,1120550,9781452171593,English,"Home, Garden"
The Little Book of Cleanfulness : Mindfulness in Marigolds!,The Secret Cleaner,128,Ebury Publishing,2020-03-17,8.86,7.64,3.72,40,1,6,10,9,14,980690,9781529105629,English,"Home, Garden"
How Books Came to America : The Rise of the American Book Trade,John Hruschka,248,Pennsylvania State University Press,2012-01-31,76.38,6.12,4,2,0,0,0,2,0,2369846,9780271050812,English,"Home, Garden"
The Book of Swords,Hank Reinhardt,448,Baen Books,2009-08-11,19.03,1.97,4.05,86,0,2,21,34,29,1018637,9781439132821,English,"Home, Garden"
Do Inhabit : Style Your Space for a More Creative and Considered Life,"Sue Fan, Danielle Quigley",128,The Do Book Co,2018-05-20,9.68,1.82,3.55,86,3,9,31,24,19,484531,9781907974489,English,"Home, Garden"
LEGO (R) Still Life with Bricks: 100 Collectible Postcards,LEGO (R),100,CHRONICLE BOOKS,2020-05-05,23.80,0.70,4,1,0,0,0,1,0,439614,9781452179643,English,"Home, Garden"
"New Wood Finishing Book, The",M Dresdner,192,Taunton Press Inc,1999-09-30,19.29,11.21,3.57,14,0,1,5,7,1,588808,9781561582990,English,"Home, Garden"
The Virago Book Of Women Gardeners,Deborah Kellaway,352,"Little, Brown Book Group",2017-05-02,17.75,7.25,3.84,50,2,2,12,20,14,275567,9780349008653,English,"Home, Garden"
RHS Gardener's Quiz & Puzzle Book : 100 Brainteasers for Gardeners Who Know Their Onions,"Simon Akeroyd, Dr Gareth Moore",208,Octopus Publishing Group,2019-10-03,19.06,1.94,3.5,2,0,1,0,0,1,245985,9781784726324,English,"Home, Garden"
Anglo-Saxon Books and Their Readers : Essays in Celebration of Helmut Gneuss's Handlist of Anglo-Saxon Manuscripts,"Thomas N. Hall, Donald Scragg",198,Medieval Institute Publications,2008-07-31,15.01,14.29,4.5,2,0,0,0,1,1,1578269,9781580441377,English,"Home, Garden"
Dark Archives : A Librarian's Investigation into the Science and History of Books Bound in Human Skin,Megan Rosenbloom,288,St Martin's Press,2021-10-19,13.13,5.37,4.06,3761,30,141,662,1662,1266,198339,9781250800169,English,"Home, Garden"
The Really Good Fun Cartoon Book of NLP : A simple and graphic(al) explanation of the life toolbox that is NLP,Philip Miller,160,Crown House Publishing,2018-04-25,14.70,15.80,3.75,91,1,7,29,31,23,203527,9781845901158,English,"Home, Garden"
Flower Mandalas Coloring Book,Thaneeya Mcardle,80,Fox Chapel Publishing,2015-09-01,9.64,1.36,4.5,16,0,0,3,2,11,36633,9781574219944,English,"Home, Garden"
Great British Bake Off Colouring Book : With Illustrations From The Series,"Tom Hovey, Great British Bake Off Team",96,Hodder & Stoughton,2016-11-15,15.99,2.15,4.22,18,2,0,2,2,12,36798,9781473615625,English,"Home, Garden"
The Primrose Bakery Book,"Lisa Thomas, Martha Swift",240,Vintage Publishing,2012-10-05,35.03,0.47,4.2,128,2,6,19,38,63,41433,9780224086882,English,"Home, Garden"
Botanical Skin Care Recipe Book,The Herbal Academy,288,Herbal Academy,2019-10-17,28.37,4.63,4.49,47,1,1,1,15,29,30786,9781950671021,English,"Home, Garden"
The Permaculture Book of DIY,John Adams,176,Permanent Publications,2016-12-23,15.71,0.29,3.8,10,0,1,2,5,2,436961,9781856232715,English,"Home, Garden"
One Hour Dress-17 Easy-to-Sew Vintage Dress Designs From 1924 (Book 1),Mary Brooks Picken,20,Echo Point Books & Media,2017-03-10,11.80,0.20,5,1,0,0,0,0,1,208939,9781635610291,English,"Home, Garden"
Aggretsuko Figurine and Illustrated Book : With Sound!,Sanrio Sanrio,48,Running Press,2020-09-17,9.40,4.60,5,2,0,0,0,0,2,406357,9780762469833,English,"Home, Garden"
Building Services Engineering,David V. Chadderton,390,Taylor & Francis Ltd,2013-01-10,67.49,1.01,4.67,9,0,0,1,1,7,386103,9780415699327,English,"Home, Garden"
Books of the Beast : New Edition,Timothy D'Arch Smith,128,Mandrake of Oxford,2022-04-03,16.78,7.92,4.08,13,0,0,2,8,3,1486908,9781869928179,English,"Home, Garden"
Router Book: A Complete Guide to the Router and Its Accessories,Pat Warner,192,Taunton Press Inc,2001-09-20,20.06,0.94,3.91,22,0,1,7,7,7,426612,9781561584239,English,"Home, Garden"
The Everything Mother of the Bride Book : The Ultimate Wedding Planning Guide for Mom!,Katie Martin,288,Adams Media Corporation,2015-05-02,13.96,0.04,3.69,100,5,5,33,30,27,673446,9781440588204,English,"Home, Garden"
The Wonderful Weekend Book : Reclaiming Life's Simple Pleasures,Elspeth Thompson,352,John Murray Press,2010-01-07,12.46,3.54,3.79,118,5,8,28,43,34,134075,9781848540538,English,"Home, Garden"
The Little Book of Beards,Rufus Cavendish,96,Octopus Publishing Group,2015-12-15,6.71,0.79,3.8,20,2,0,6,4,8,26217,9781849536233,English,"Home, Garden"
"Toolbox Book, The",J Tolpin,208,Taunton Press Inc,1998-09-01,22.80,2.70,4.24,120,0,3,15,52,50,148507,9781561582723,English,"Home, Garden"
Burning Books,M. Fishburn,221,Palgrave Macmillan,2008-08-05,45.71,9.79,3.76,17,0,2,4,7,4,1820754,9780230553286,English,"Home, Garden"
Collector's Guide to Easton Press Books : A Compendium,Kimberly Blaker,144,Green Grove Press,2017-11-25,14.84,2.66,4.5,2,0,0,0,1,1,1438900,9780972549639,English,"Home, Garden"
The Man's Book : The Indispensable Guide for the Modern Man,Thomas Fink,224,Orion Publishing Co,2014-05-22,9.73,1.67,3.68,140,3,13,34,66,24,636853,9781780226071,English,"Home, Garden"
The Super Cute Book of Kawaii,Marceline Smith,128,Ebury Publishing,2019-10-01,16.16,11.34,3.64,28,4,1,7,5,11,562759,9781785038242,English,"Home, Garden"
The Posy Book : Garden-Inspired Bouquets That Tell a Story,"Teresa H. Sabankaya, Amy Stewart",256,WW Norton & Co,2019-06-04,28.57,0.93,3.84,50,1,4,10,22,13,34841,9781682682630,English,"Home, Garden"
American Comic Book Chronicles: 1965-69,"John Wells, Wally Wood, Jack Kirby, Neal Adams, Keith Dallas",288,TwoMorrows Publishing,2023-02-07,50.28,3.22,4.52,23,0,0,2,7,14,543650,9781605490557,English,"Home, Garden"
The Gardener's Bed-Book : Short and Long Pieces to Be Read in Bed by Those Who Love Green Growing Things,"Richardson Wright, Dominique Browning",368,Random House USA Inc,2003-04-22,18.24,0.76,3.93,109,4,4,24,41,36,320299,9780812968736,English,"Home, Garden"
Press Here! Face Workouts for Beginners : Pressure Techniques to Tone and Define Naturally,Nadira V Persaud,128,Fair Winds Press,2020-03-10,15.14,4.36,4.19,36,0,0,6,17,13,382243,9781592339426,English,"Home, Garden"
Herbal Body Book : The Herbal Way to Natural Beauty & Health for Men & Women,Jeanne Rose,400,"North Atlantic Books,U.S.",2000-04-01,20.19,0.31,4.1,87,1,4,17,28,37,716634,9781583940044,English,"Home, Garden"
The Black Book Of Hollywood Beauty Secrets,"Kym Douglas, Cindy Pearlman",256,Penguin Putnam Inc,2007-03-02,15.88,1.12,3.33,146,7,26,54,30,29,761269,9780452287655,English,"Home, Garden"
A Little Book of Latin for Gardeners,Peter Parker,176,"Little, Brown Book Group",2018-11-01,17.01,1.49,4.44,9,0,0,1,3,5,151726,9781408706169,English,"Home, Garden"
Land Rover Series I Parts Catalogue 1948-53,Brookland Books,226,Brooklands Books Ltd,2011-05-01,38.25,6.17,5,1,0,0,0,0,1,456526,9781855209121,English,"Home, Garden"
"Going Green Using Diatomaceous Earth : How-To Tips: An Easy Guide Book Using a Safer Alternative, Natural Mineral Insecticide: For Homes, Gardens, Anim",Tui Rose,202,Outskirts Press,2010-02-17,16.55,0.25,4.58,19,0,0,0,8,11,187329,9781432744434,English,"Home, Garden"
The Book of the Courtier,Baldassare Castiglione,380,Benediction Classics,2014-07-18,19.68,1.12,3.64,2477,68,239,783,810,577,728233,9781781394274,English,"Home, Garden"
Little Book of Great Dates : 52 Creative Ideas to Make Your Marriage Fun,Greg Smalley,144,Tyndale House Publishers,2013-10-01,12.81,3.19,4,35,0,3,7,12,13,729707,9781589977723,English,"Home, Garden"
The Biodynamic Orchard Book,"Ehrenfried E. Pfeiffer, Michael Maltas",104,Floris Books,2013-11-01,12.92,4.08,3.5,2,0,0,1,1,0,183700,9781782500018,English,"Home, Garden"
What Animals Live in the Desert? Animal Book 4-6 Years Old Children's Animal Books,Baby Professor,64,Baby Professor,2017-04-15,14.03,6.17,4.5,2,0,0,0,1,1,1072349,9781541910942,English,"Home, Garden"
Unpacking My Library : Artists and Their Books,"Jo Steffens, Matthias Neumann, Marcel Proust",184,Yale University Press,2017-11-07,17.36,4.64,3.72,53,1,3,17,21,11,717996,9780300216981,English,"Home, Garden"
The Modern Tailor Outfitter And Clothier - Vol I,A S Bridgland,298,Read Books,2010-05-07,32.73,16.17,5,5,0,0,0,0,5,587519,9781445505633,English,"Home, Garden"
The Little Book of Garden Heroes,Allan Shepherd,128,Centre for Alternative Technology Publications,2005-09-01,4.19,3.17,5,1,0,0,0,0,1,767417,9781902175218,English,"Home, Garden"
The Everything Wedding Checklist Book : All you need to remember for a day you'll never forget,Holly Lefevre,208,Adams Media Corporation,2010-12-18,10.86,0.14,3.88,8,0,1,3,0,4,727731,9781440501852,English,"Home, Garden"
"The Body Art Book : Complete guide to tattoos, Piercings, and Other Body Modifications",Jean-Chris Miller,1,Penguin Putnam Inc,2004-07-06,15.24,0.26,3.03,29,1,9,9,8,2,760338,9780425197264,English,"Home, Garden"
Books Before Print,Erik Kwakkel,304,Arc Medieval Press,2018-10-19,38.82,1.68,4.41,22,0,1,2,6,13,632840,9781942401629,English,"Home, Garden"
My Garden (Book),Jamaica Kincaid,240,"Farrar, Straus and Giroux",2001-05-15,16.09,2.91,3.77,567,16,40,156,204,151,185567,9780374527761,English,"Home, Garden"
The NoMad Cocktail Book,Leo Robitschek,288,Ten Speed Press,2020-01-06,22.33,9.17,3.76,38,2,3,9,12,12,56807,9780399582691,English,"Home, Garden"
"The Little Book of Life Hacks : How to Make Your Life Happier, Healthier, and More Beautiful","Sakugawa, Yumi",208,St Martin's Press,2017-05-02,17.93,0.57,3.56,979,16,115,363,279,206,30373,9781250092250,English,"Home, Garden"
The Book for Badass Women : (Because the Patriarchy Won't Smash Itself): An Empowering Guide to Life for Strong Women,Harriet Dyer,160,Octopus Publishing Group,2022-10-04,11.61,1.39,5,1,0,0,0,0,1,30847,9781800071933,English,"Home, Garden"
"The Elderberry Book : Forage, Cultivate, Prepare, Preserve",John Moody,128,New Society Publishers,2019-09-24,21.38,0.61,4.12,24,0,0,6,9,9,663636,9780865719194,English,"Home, Garden"
"The Book of Ichigo Ichie : The Art of Making the Most of Every Moment, the Japanese Way","Francesc Miralles, Hector Garcia",208,Quercus Publishing,2020-06-23,14.72,3.78,3.92,4428,52,241,1086,1695,1354,12072,9781529401295,English,"Home, Garden"
Little Book of Louis Vuitton : The Story of the Iconic Fashion House,Karen Homer,160,Welbeck Publishing Group,2021-09-07,16.98,1.52,4.09,93,0,2,17,45,29,10036,9781787397415,English,"Home, Garden"
Pocket Coco Chanel Wisdom : Witty Quotes and Wise Words From a Fashion Icon,Hardie Grant Books,96,Hardie Grant Books (UK),2018-02-06,10.09,1.91,3.67,60,1,7,18,19,15,56242,9781784881399,English,"Home, Garden"
Books do Furnish a Room,Leslie Geddes-Brown,160,Merrell Publishers Ltd,2009-10-01,29.41,11.09,3.99,195,1,12,38,80,64,124032,9781858944913,English,"Home, Garden"
The Book of Shed : Create your perfect garden room with the host of 'Your Garden Made Perfect' and 'The Great Garden Revolution',Joel Bird,304,Bonnier Books Ltd,2017-09-21,28.61,0.89,3.77,13,1,1,2,5,4,450879,9781911274803,English,"Home, Garden"
Biscuiteers Book of Iced Gifts,Biscuiteers Baking Company Ltd,192,Penguin Books Ltd,2018-06-26,28.66,10.84,3.33,3,1,0,0,1,1,347106,9780718188597,English,"Home, Garden"
"Comic Books as History : The Narrative Art of Jack Jackson, Art Spiegelman, and Harvey Pekar",Joseph Witek,277,University Press of Mississippi,1990-01-01,33.36,0.44,3.88,50,1,3,15,13,18,1061583,9780878054060,English,"Home, Garden"
The Southerner's Handbook : A Guide to Living the Good Life,Editors of Garden and Gun,304,HARPER WAVE,2013-10-29,29.37,3.13,3.97,904,10,44,225,310,315,580034,9780062242389,English,"Home, Garden"
Digging Deep in the Garden: Book 1,John Walker,64,Earth-friendly Books,2016-03-01,7.46,2.44,5,3,0,0,0,0,3,1017179,9780993268335,English,"Home, Garden"
Buffalo Bird Woman's Garden : Agriculture of the Hidatsa Indians,Gilbert L. Wilson,129,"Minnesota Historical Society Press,U.S.",1987-10-15,17.65,1.35,4.14,174,1,4,35,64,70,477185,9780873512190,English,"Home, Garden"
The Salad Book,"Clare Connery, Christopher Hill",121,Orion Publishing Co,1999-04-08,10.75,1.82,2,1,0,1,0,0,0,898214,9780753807132,,"Home, Garden"
The Official Bitcoin Coloring Book,Satoshi Nakamoto,72,Leaf Storm Press,2020-01-02,11.60,1.90,4,2,0,0,1,0,1,916481,9781945652011,English,"Home, Garden"
The Little Book of Garden Heroes,Allan Shepherd,128,Centre for Alternative Technology Publications,2005-09-01,4.19,3.17,5,1,0,0,0,0,1,767417,9781902175218,English,"Home, Garden"
"The Monocle Book of Gentle Living : A guide to slowing down, enjoying more and being happy","Tyler Brule, Andrew Tuck, Joe Pickard, Josh Fehnert",304,Thames & Hudson Ltd,2021-01-05,39.51,4.99,4.11,35,0,0,5,21,9,3075,9780500971109,English,"Home, Garden"
This Book Could Save Your Life : The Science of Living Longer Better,"New Scientist, Graham Lawton",368,John Murray Press,2022-02-15,9.12,4.38,3.75,4,0,0,2,1,1,39129,9781529311310,English,"Home, Garden"
The Wildlife Pond Book : Create Your Own Pond Paradise for Wildlife,Mr Jules Howard,160,Bloomsbury Publishing PLC,2019-11-19,21.46,1.54,4.06,17,0,0,4,8,5,564199,9781472958327,English,"Home, Garden"
Pantone 50 Postcards,Chronicle Books,50,Chronicle Books,2020-10-16,15.29,2.71,5,1,0,0,0,0,1,45413,9781452183831,English,"Home, Garden"
A Factotum in the Book Trade,Marius Kociejowski,192,BIBLIOASIS,2022-06-09,18.43,1.07,3.92,50,0,5,6,27,12,143147,9781771964562,English,"Home, Garden"
Francis Brennan's Book of Household Management : How to Create a Happy Home,Francis Brennan,224,Gill,2018-02-20,20.49,0.51,3.43,14,1,1,6,3,3,102334,9780717175529,English,"Home, Garden"
The Country Diary of an Edwardian Lady Colouring Book,Edith Holden,96,Penguin Books Ltd,2017-02-21,15.88,0.12,4.71,7,0,0,0,2,5,91845,9780718185428,English,"Home, Garden"
1100 Marks on Foreign Pottery and Porcelain,L-W Books,64,Schiffer Publishing Ltd,2011-07-18,9.79,1.71,4,2,0,0,0,2,0,784142,9780895380579,English,"Home, Garden"
Plot 29 : A Memoir: Longlisted for the Baillie Gifford and Wellcome Book Prize,Allan Jenkins,272,HarperCollins Publishers,2018-05-03,11.36,1.14,4.07,372,6,18,69,131,148,140138,9780008121952,English,"Home, Garden"
Creative Haven Fabulous Fashions of the 1960s Coloring Book,Ming-Ju Sun,64,Dover Publications Inc.,2018-07-27,7.90,0.10,3,1,0,0,1,0,0,411490,9780486821696,English,"Home, Garden"
The Trade in Rare Books and Manuscripts between Britain and America c. 1890-1929,"Danielle Magnusson, Laura Cleaver",75,Cambridge University Press,2022-09-08,13.98,0.60,3,1,0,0,1,0,0,1344202,9781009069052,English,"Home, Garden"
Postcards From Penguin : 100 Book Jackets in One Box,Penguin,100,Penguin Books Ltd,2010-09-15,25.45,3.05,4.55,103,0,3,9,19,72,6728,9780141044668,English,"Home, Garden"
The Floral Birthday Book : Flowers and Their Emblems,William Foster,264,Applewood Books,2000-11-01,13.96,2.04,3.86,7,0,0,3,2,2,239126,9781557093851,English,"Home, Garden"
The Weekend : A Sunday Times 'Best Books for Summer 2021',Charlotte Wood,288,Orion Publishing Co,2021-06-24,9.82,1.68,3.42,12036,453,1524,4294,4089,1676,43382,9781474612999,English,"Home, Garden"
Gardener's Log Book,New York Botanical Garden,240,Random House USA Inc,2018-02-06,15.40,5.60,4.46,13,0,1,1,2,9,245675,9781524759070,English,"Home, Garden"
Anglo-Saxon Books and Their Readers : Essays in Celebration of Helmut Gneuss's Handlist of Anglo-Saxon Manuscripts,"Thomas N Hall, Donald Scragg",198,Medieval Institute Publications,2008-12-31,14.56,12.43,4.5,2,0,0,0,1,1,2193473,9781580441384,English,"Home, Garden"
The Wine Quiz Book : 500 Questions and Answers to Test and Build Your Wine Knowledge,"Roddy Button, Mike Oliver",82,Apex Publishing Ltd,2016-09-27,10.33,2.57,2.67,3,0,1,2,0,0,14554,9781911476269,English,"Home, Garden"
Jorid Linvik's Big Book of Knitted Mittens : 45 Distinctive Scandinavian Patterns,Jorid Linvik,216,Trafalgar Square,2021-06-10,22.74,1.26,4.33,39,0,2,1,18,18,820686,9781646010844,English,"Home, Garden"
The One-Straw Revolution,Masanobu Fukuoka,200,"The New York Review of Books, Inc",2009-10-28,12.41,4.09,4.36,7386,46,165,841,2380,3954,2797,9781590173138,English,"Home, Garden"
Comic Book Pressing and Cleaning : A How-To Guide,Jacob Gadbois,130,Freddymaze Publishing LLC,2019-03-14,19.66,17.44,4.57,7,0,0,0,3,4,1324512,9780578479729,English,"Home, Garden"
"Peptides : The Secret of Health and Longevity. The Formula for a Youthful Life. How Vitamins and Minerals Can Improve Your Life's Quality (Body Rejuvenation, Health and Wellness Definition)",William Moore,152,Independently Published,2020-06-12,20.93,1.30,3.33,12,3,1,2,1,5,2866120,9798653373619,English,"Home, Garden"
The Amy Vanderbilt Complete Book of Etiquette : 50th Anniversay Edition,"Nancy Tuckerman, Nancy Dunnan",800,Bantam Doubleday Dell Publishing Group Inc,1995-01-01,41.78,2.22,4.29,144,3,4,15,48,74,455220,9780385413428,English,"Home, Garden"
Dark Archives : A Librarian's Investigation into the Science and History of Books Bound in Human Skin,Megan Rosenbloom,288,"Farrar, Straus & Giroux Inc",2020-10-20,19.88,4.62,4.06,3766,30,142,662,1662,1270,197911,9780374134709,English,"Home, Garden"
The Sprouting Book : How to Grow and Use Sprouts to Maximize Your Health and Vitality,Ann Wigmore,128,"Avery Publishing Group Inc.,U.S.",1986-10-01,14.83,2.67,3.88,147,4,12,31,50,50,48856,9780895292469,English,"Home, Garden"
Lao Tzu: Tao Te Ching : A Book about the Way and the Power of the Way,Ursula K. Le Guin,208,Shambhala Publications Inc,2019-05-14,14.60,3.40,4.3,143410,2360,4755,18782,39692,77821,38403,9781611807240,English,"Home, Garden"
Death & Co Welcome Home : A Cocktail Recipe Book,"Alex Day, Nick Fauchald",320,Potter/Ten Speed/Harmony/Rodale,2021-11-16,39.71,10.79,4.23,60,0,2,4,32,22,128724,9781984858412,English,"Home, Garden"
"The Little Book of Drinking Games : The Weirdest, Most-Fun and Best-Loved Party Games from Around the World",Quentin Parker,128,Octopus Publishing Group,2018-10-01,7.70,1.30,3.39,36,1,9,10,7,9,323738,9781786852991,English,"Home, Garden"
Little Book of Great Dates : 52 Creative Ideas to Make Your Marriage Fun,Greg Smalley,144,Tyndale House Publishers,2013-10-01,12.81,3.19,4,35,0,3,7,12,13,729707,9781589977723,English,"Home, Garden"
RHS The Little Book of Bonsai : Master the Art of Growing Miniature Trees,"Malcolm Hughes, Kath Hughes",144,Octopus Publishing Group,2016-06-02,15.34,0.66,4.16,63,1,0,7,35,20,192963,9781784721671,English,"Home, Garden"
Illuminating the Life of the Buddha : An Illustrated Chanting Book from Eighteenth-Century Siam,"Naomi Appleton, Sarah Shaw, Toshiya Unebe",160,Bodleian Library,2013-08-15,48.96,16.04,4.75,4,0,0,0,1,3,881203,9781851242832,English,"Home, Garden"
"The Children's Garden Book : Instructions, Plans & Stories: A Voice from a Gentle Age",Olive Percival,64,"Huntington Library Press,US",2005-11-08,6.30,16.20,4.75,4,0,0,0,1,3,1684911,9780873282109,English,"Home, Garden"
Collectible Doll Fashions: 1970s,Carmen Varricchio,192,Schiffer Publishing Ltd,2007-07-01,34.03,0.97,3.5,2,0,1,0,0,1,1864640,9780764318061,English,"Home, Garden"
Forties and Fifties Pular Jewelry,Roseann Ettinger,160,Schiffer Publishing Ltd,2003-05-31,34.56,0.44,3.9,10,0,0,3,5,2,1677403,9780764318191,English,"Home, Garden"
"German Daggers of World War II - A Photographic Reference: Vol 1 - Army, Luftwaffe, Kriegsmarine",Thomas M. Johnson,224,Schiffer Publishing Ltd,2005-05-31,80.37,8.13,3.5,2,0,1,0,0,1,1538024,9780764322037,English,"Home, Garden"
