title,authors,number_of_pages,publisher,publication_date,price_in_euros,discount_in_euros,rating,number_of_votes_goodreads,number_of_votes_one_star,number_of_votes_two_stars,number_of_votes_three_stars,number_of_votes_four_stars,number_of_votes_five_stars,bestsellers_rank,isbn13,language,category
"Teambuilding with Teens : Activities for Leadership, Decision Making & Group Success",Mariam G MacGregor,186,"Free Spirit Publishing Inc.,U.S.",2008-01-01,34.13,4.37,4.09,32,0,3,4,12,13,658119,9781575422657,English,"Personal, Development"
Protection Spells: Volume 1 : An Enchanting Spell Book to Clear Negative Energy,Aurora Kane,160,"Wellfleet Press,U.S.",2022-09-06,10.98,3.02,4,10,0,0,2,6,2,2206282,9781577153122,English,"Personal, Development"
Living Grieving : Using Energy Medicine to Alchemize Grief and Loss,Karen V. Johnson,192,Hay House Inc,2021-07-20,14.47,1.03,4.25,12,0,0,3,3,6,1346073,9781401963446,English,"Personal, Development"
Learning to Love,"Eileen Caddy, David Earl Platts",128,Inner Traditions Bear and Company,2018-12-13,12.21,0.29,3.5,2,0,0,1,1,0,37172,9781620558355,English,"Personal, Development"
Level 3: Japanese Ghost Stories Book and Multi-ROM with MP3 Pack : Industrial Ecology,Lafcadio Hearn,76,Pearson Education Limited,2015-10-16,13.08,0.42,3.27,22,1,5,6,7,3,828714,9781292110370,English,"Personal, Development"
The Book of Overthinking : How to Stop the Cycle of Worry,Gwendoline Smith,272,Andrews McMeel Publishing,2022-05-10,16.73,1.27,3.9,1179,15,69,276,475,344,1023873,9781524868468,English,"Personal, Development"
Worst-Case Scenario Pocket Guide: San Francisco,Chronicle Books,94,Chronicle Books,2009-11-04,4.15,3.21,2.83,6,0,1,5,0,0,1861443,9780811870498,English,"Personal, Development"
Tooth And Nail,Charles Harrington Elster,368,Houghton Mifflin,2004-05-17,16.60,2.40,2.97,184,29,38,59,25,33,736931,9780156013826,English,"Personal, Development"
Fruits of Sorrow,Elizabeth V. Spelman,224,Beacon Press,1998-08-01,22.71,3.09,4.16,19,0,1,3,7,8,1257095,9780807014219,English,"Personal, Development"
The Little Book of Positivity : Laugh | Hope | Love,Joanna Gray,192,Quadrille Publishing Ltd,2021-12-07,10.66,2.34,4,2,0,0,1,0,1,1374239,9781787136786,English,"Personal, Development"
The Negotiation Book : Practical Steps to Becoming a Master Negotiator,Nicole Soames,128,LID Publishing,2018-03-27,11.88,4.12,3.55,20,0,1,10,6,3,1295332,9781911498421,English,"Personal, Development"
Meditation for Fidgety Skeptics : A 10% Happier How-to Book,"Dan Harris, Jeffrey Warren, Carlye Adler",304,Potter/Ten Speed/Harmony/Rodale,2018-12-31,14.82,6.68,3.81,8965,216,547,2202,3723,2277,76955,9780399588969,English,"Personal, Development"
100 Hugs : A Little Book of Comfort,Sandy Gingras,72,Andrews McMeel Publishing,2013-11-21,8.36,2.64,4.63,19,0,0,0,7,12,471471,9781449427290,English,"Personal, Development"
Extraordinary Popular Delusions and the Madness of Crowds and Confusion de Confusiones,Martin S. Fridson,224,John Wiley & Sons Inc,1996-02-13,24.54,19.86,3.83,93,0,6,29,33,25,760884,9780471133124,English,"Personal, Development"
The Bear Book - Survive & Profit in Ferocious Markets,John Rothchild,304,John Wiley & Sons Inc,1998-04-09,32.29,23.91,3.42,26,3,1,9,8,5,926651,9780471197188,English,"Personal, Development"
The Energy Book : 50 ways to boost your energy in work and life,Richard Maddocks,158,LID Publishing,2020-01-28,11.62,4.38,3.5,4,0,1,1,1,1,1139360,9781912555352,English,"Personal, Development"
The Forgiveness Book : Healing the Hurts We Don't Deserve,"D. Patrick Miller, Frederic Luskin",144,Hampton Roads Publishing Co,2017-03-23,12.42,4.58,3.77,22,0,2,8,5,7,1071944,9781571747778,English,"Personal, Development"
Cuss Control : The Complete Book on How to Curb Your Cursing,James V O'Connor,264,iUniverse,2006-04-30,18.71,5.69,3.21,34,3,7,10,8,6,1103215,9780595391479,English,"Personal, Development"
The Happy Writing Book : Discover the Positive Power of Creative Writing,Elise Valmorbida,240,Orion Publishing Co,2021-10-05,17.00,2.00,4.39,18,0,0,3,5,10,1603109,9781913947118,English,"Personal, Development"
"Road to Power, The : Fast Food for the Soul (Books 1 & 2)",Barbara Berger,240,John Hunt Publishing,2018-09-28,15.59,5.41,4.33,15,0,0,1,8,6,988570,9781785358142,English,"Personal, Development"
A Little Book of Happiness,Ruskin Bond,162,Speaking Tiger Books,2016-05-10,10.98,3.42,4.19,496,4,13,79,188,212,1487054,9789385755866,English,"Personal, Development"
