title,authors,number_of_pages,publisher,publication_date,price_in_euros,discount_in_euros,rating,number_of_votes_goodreads,number_of_votes_one_star,number_of_votes_two_stars,number_of_votes_three_stars,number_of_votes_four_stars,number_of_votes_five_stars,bestsellers_rank,isbn13,language,category
Baxter's Explore the Book,J. Sidlow Baxter,1760,ZONDERVAN,1987-01-01,98.45,16.05,4.4,85,0,4,8,23,50,293288,9780310206200,English,Religion
The Rule of St. Benedict,"St Benedict XVI, Cardinal Gasquet",62,Dover Publications Inc.,2007-06-05,6.64,0.36,3.99,7167,202,459,1480,2129,2897,168612,9780486457963,English,Religion
"2,000 Years of Christ's Power Vol. 2 : The Middle Ages",Nick Needham,504,Christian Focus Publications Ltd,2016-10-07,27.79,3.71,4.58,213,1,0,10,65,137,31918,9781781917794,English,Religion
"Best Of A. W. Tozer Book Two, The",A. W. Tozer,304,WingSpread Publishers,2007-09-01,16.63,0.37,4.61,62,0,0,6,12,44,278167,9781600660719,English,Religion
"Every Moment Holy, Vol. 2: Death, Grief, & Hope (Pocket Edition)","Douglas Kaine McKelvey, Ned Bustard",362,Rabbit Room Press,2022-02-25,23.20,2.80,4.84,126,0,0,3,14,109,17106,9781951872090,English,Religion
Sefer Yetzira/the Book of Creation : The Book of Creation in Theory and Practice,Aryeh Kaplan,474,Red Wheel/Weiser,2005-02-17,37.07,5.43,4.32,1150,15,44,152,286,653,38032,9780877288558,English,Religion
Rilke's Book of Hours : Love Poems to God,Rainer Maria Rilke,176,Penguin Putnam Inc,1997-04-01,12.02,0.02,4.33,7336,149,224,814,1996,4153,39000,9781573225854,English,Religion
Exploring the Old Testament Vol 1 : The Pentateuch (Vol. 1),The Revd Dr Gordon Wenham,224,SPCK Publishing,2003-08-22,19.53,23.97,3.83,134,5,9,26,58,36,39098,9780281054299,English,Religion
The Book of Psalms : A Translation with Commentary,Robert Alter,560,WW Norton & Co,2009-10-30,20.38,0.62,4.43,672,3,12,77,179,401,43651,9780393337044,English,Religion
The Complete Book of Five Rings,"Miyamoto Musashi, Kenji Tokitsu",288,Shambhala Publications Inc,2010-05-11,18.79,2.71,4,44841,700,2531,9714,14917,16979,38142,9781590307977,English,Religion
The Book of Chuang Tzu,"Chuang Tzu, Martin Palmer",352,Penguin Books Ltd,2007-12-01,12.89,1.11,4.35,2503,21,65,324,703,1390,63176,9780140455373,English,Religion
An Exorcist Tells His Story,"Gabriele Amorth, Nicoletta V. MacKenzie",210,Ignatius Press,1999-03-04,16.82,2.18,4.07,1513,36,75,292,459,651,39827,9780898707106,English,Religion
The Ladybird Book of Boxing Day,"Jason Hazeley, Joel Morris",56,Penguin Books Ltd,2016-12-01,8.60,0.40,3.54,120,3,14,44,33,26,47933,9780718184865,English,Religion
Hinds' Feet on High Places,Hannah Hurnard,317,Tyndale House Publishers,1997-09-01,8.87,0.13,4.32,52311,1031,1845,6576,12947,29912,50784,9780842314299,English,Religion
Honey for a Woman's Heart : Growing Your World through Reading Great Books,Gladys Hunt,208,Zondervan,2002-01-07,16.50,1.40,4.18,426,7,12,67,151,189,244565,9780310238461,English,Religion
Creating a Missional Culture - Equipping the Church for the Sake of the World,"JR Woodward, Alan Hirsch",256,InterVarsity Press,2012-10-01,16.66,1.34,4.03,228,3,12,38,97,78,168688,9780830836536,English,Religion
Battlefield of the Mind,Joyce Meyer,288,John Murray Press,2004-12-13,17.29,0.21,4.31,69386,1959,2226,8053,16921,40227,20771,9780446691093,English,Religion
"Adam, Eve, and the Serpent : Sex and Politics in Early Christianity",Elaine Pagels,224,Random House USA Inc,1989-09-19,14.82,1.68,4.02,2831,53,121,588,1023,1046,178030,9780679722328,English,Religion
The Penguin Book of Exorcisms,Joseph P. Laycock,336,Penguin Books Ltd,2021-09-30,17.22,1.28,3.43,114,1,13,50,36,14,61832,9780143135470,English,Religion
The Tibetan Book of the Dead : The Great Liberation Through Hearing In The Bardo,"Chögyam Trungpa, Francesca Fremantle",144,Shambhala Publications Inc,2000-10-10,14.62,5.88,3.89,5217,211,380,1080,1635,1911,62758,9781570627477,English,Religion
The Little Book Of Hindu Deities : From the Goddess of Wealth to the Sacred Cow,Sanjay Patel,128,Penguin Putnam Inc,2006-12-02,15.95,3.05,4.36,991,7,22,104,328,530,28420,9780452287754,English,Religion
"Covenant and Conversation: Genesis, the Book of Beginnings v. 1","Jonathan Sacks, Rabbi Jonathan Sacks",366,Toby Press Ltd,2010-07-22,25.10,0.90,4.7,354,2,4,9,69,270,37162,9781592640201,English,Religion
The Emerald Tablet of Hermes & The Kybalion : Two Classic Books on Hermetic Philosophy,"Hermes Trismegistus, The Three Initiates",126,Quick Time Press,2020-05-05,9.75,2.35,4.46,506,4,12,52,117,321,5282,9781946774804,English,Religion
Honey for a Child's Heart : The Imaginative Use of Books in Family Life,Gladys Hunt,256,ZONDERVAN,2002-05-01,16.92,5.98,4.45,4177,21,60,367,1283,2446,36041,9780310242468,English,Religion
The Power of Praying for Your Adult Children Book of Prayers,Stormie Omartian,128,"Harvest House Publishers,U.S.",2014-02-01,6.51,1.10,4.69,413,4,1,26,57,325,42653,9780736957946,English,Religion
Sexuality and Sex Therapy - A Comprehensive Christian Appraisal,"Mark A. Yarhouse, Erica S. N. Tan",365,InterVarsity Press,2014-04-04,31.74,24.76,4.56,18,0,0,1,6,11,74942,9780830828531,English,Religion
The Book of Assistance,"Imam 'Abdallah Ibn Alawi Al-Haddad, Mostafa Al-Badawi",152,"Fons Vitae,US",2004-01-01,14.59,3.41,4.59,745,8,10,62,122,543,35099,9781887752589,English,Religion
Sugar Creek Gang Set Books 7-12 (Shrinkwrapped Set),Paul Hutchens,704,Moody Publishers,2004-03-01,27.79,1.71,4.3,89,0,1,16,27,45,14948,9780802469953,English,Religion
The Psychedelic Experience : A Manual Based on the Tibetan Book of the Dead,"Ralph Metzner, Richard Alpert, Timothy Leary, Daniel Pinchbeck",144,Penguin Books Ltd,2008-10-02,10.00,2.50,3.81,4955,165,409,1166,1673,1542,62925,9780141189635,English,Religion
The Philokalia Vol 3,G. E. H. Palmer,384,Faber & Faber,1995-08-21,21.05,3.45,4.6,353,5,6,18,68,256,49542,9780571175253,English,Religion
When I Was a Child I Read Books,Marilynne Robinson,224,St Martin's Press,2013-01-29,14.79,3.21,3.89,2607,66,172,575,971,823,181437,9781250024053,English,Religion
The Sacred and the Profane : The Nature of Religion,Mircea Eliade,256,Elsevier Australia,1968-10-23,15.83,1.17,4.11,7516,111,285,1350,2720,3050,65130,9780156792011,English,Religion
The Tibetan Book of the Dead : First Complete Translation,"Gyurme Dorje, Graham Coleman, Thupten Jinpa",592,Penguin Putnam Inc,2006-01-19,42.17,2.83,4.17,9395,203,385,1548,2731,4528,57264,9780670858866,English,Religion
The Philokalia Vol 4,"G.E.H. Palmer, The Rev. Kallistos Timothy Ware",464,Faber & Faber,1999-01-31,23.49,1.41,4.62,250,4,3,15,40,188,59420,9780571193820,English,Religion
The Complete Life's Little Instruction Book,H. Jackson Brown,320,Thomas Nelson Publishers,2000-10-17,20.39,0.61,4.19,985,15,32,152,333,453,30500,9781558534902,English,Religion
The Little Book of Kama Sutra,Sadie Cayman,96,Octopus Publishing Group,2016-09-28,7.22,1.78,3.37,27,2,6,6,6,7,56002,9781849537780,English,Religion
A Book of Hours,Thomas Merton,256,Ave Maria Press,2007-03-28,20.42,3.08,4.29,641,5,29,84,178,345,53415,9781933495057,English,Religion
Exploring the Old Testament Vol 1 : The Pentateuch (Vol. 1),The Revd Dr Gordon Wenham,224,SPCK Publishing,2003-08-22,19.53,23.97,3.83,134,5,9,26,58,36,39098,9780281054299,English,Religion
The Penguin Book of Witches,Katherine Howe,320,Penguin Books Ltd,2014-10-02,15.69,1.81,3.54,1259,31,129,448,430,221,61933,9780143106180,English,Religion
Evelyn Underhill's Prayer Book,Dr Robyn Wrigley-Carr,144,SPCK Publishing,2018-01-18,10.22,5.28,4.36,22,0,1,3,5,13,7488,9780281078738,English,Religion
The Three Books of Enoch and the Book of Giants,Paul C Schnieders,288,Iap - Information Age Pub. Inc.,2017-05-13,18.90,0.70,3.67,6,1,0,1,2,2,52906,9781609423360,English,Religion
Theological Interpretation of the New Testament - A Book-by-Book Survey,"Kevin J. Vanhoozer, Daniel Treier, N.T. Wright",270,Baker Publishing Group,2008-11-01,19.07,3.43,3.87,52,0,4,13,21,14,368786,9780801036231,English,Religion
The Second Book of Samuel,David Toshio Tsumura,374,William B Eerdmans Publishing Co,2019-07-23,42.49,9.01,3.9,10,0,0,4,3,3,308927,9780802870964,English,Religion
100 Books on Islam in English : and the End of Orientalism in Islamic Studies,HRH Prince Ghazi bin Muhammad,48,The Islamic Texts Society,2015-01-01,4.05,0.54,4,9,0,0,3,3,3,545958,9781903682883,English,Religion
"The Book of Blessings and Rituals : Magical Invocations for Healing, Setting Energy, and Creating Sacred Space",Athena Perrakis,144,Fair Winds Press,2019-07-30,15.09,0.91,4.32,110,1,2,17,31,59,39196,9781592338771,English,Religion
The Book of Forgiving : The Fourfold Path for Healing Ourselves and Our World,"Archbishop Emeritus Desmond Tutu, Mpho Tutu",240,HarperOne,2014-03-18,23.06,4.44,4.23,4452,129,172,516,1372,2263,369431,9780062203564,English,Religion
A Place for Truth - Leading Thinkers Explore Life`s Hardest Questions,Dallas Willard,323,InterVarsity Press,2010-09-01,19.80,10.20,4.13,144,0,3,27,62,52,53364,9780830838455,English,Religion
"Kierkegaard's Writings, XX, Volume 20 : Practice in Christianity","Soren Kierkegaard, Howard V. Hong, Edna H. Hong",440,Princeton University Press,2015-09-17,43.99,3.01,4.25,583,8,18,82,189,286,314543,9780691020631,English,Religion
"Mystery of the Long Lost 8th, 9th and 10th Books of Moses",Henri Gamache,112,"Book Tree,US",2015-07-29,10.04,3.06,3.78,95,10,11,12,19,43,910452,9781585093595,English,Religion
The Children's Book of Saints,Louis M. Savary,128,"Regina Press,N.Y.",1986-08-01,12.29,1.71,4.32,31,0,1,4,10,16,327918,9780882711300,English,Religion
"St. Teresa of Avila Three Book Treasury - Interior Castle, The Way of Perfection, and The Book of Her Life (Autobiography)","St Teresa of Avila, Benedictines of Stanbrook, Emmanuel Deweg",374,Chump Change,2019-12-19,21.91,0.19,4.78,9,0,0,0,2,7,402432,9781640322127,English,Religion
The Dalai Lama Quotes Book,Travis Hellstrom,144,"Hatherleigh Press,U.S.",2016-07-28,15.63,0.37,4.15,20,0,4,1,3,12,390817,9781578266401,English,Religion
Encountering the Book of Isaiah - A Historical and Theological Survey,Bryan E. Beyer,304,Baker Publishing Group,2007-10-01,24.42,1.58,3.73,56,1,3,15,28,9,266430,9780801026454,English,Religion
The Little Book of Prayers,Chronicle Books,176,CHRONICLE BOOKS,2018-02-13,15.81,5.19,4,3,0,0,0,3,0,707702,9781452163307,English,Religion
The Tibetan Book of the Dead,Padmasambhava,240,Arcturus Publishing Ltd,2018-05-15,7.61,1.39,3.89,5217,211,380,1080,1635,1911,167950,9781788287852,English,Religion
Shorter Book of Blessings,International Commission on English in the Liturgy,576,Catholic Book Publishing,1999-07-01,32.12,1.88,4.38,8,0,0,2,1,5,332760,9780899425665,English,Religion
The Sworn Book of Honorius : Liber Iuratus Honorii,"Honorius of Thebes, Joseph Peterson",240,Ibis Press,2016-06-06,32.38,5.12,3.98,53,1,5,11,13,23,49900,9780892542154,English,Religion
A Manual for Living,Epictetus,96,HarperCollins Publishers Inc,1995-07-24,8.49,3.01,4.24,21854,176,671,3226,7383,10398,68409,9780062511119,English,Religion
Catholic Book of Prayers : Popular Catholic Prayers Arranged for Everyday Use,Maurus Fitzgerald,256,Catholic Book Publishing,2005-01-01,16.08,2.92,4.5,2,0,0,0,1,1,318656,9780899429236,English,Religion
Any Day Now,Amir Tsarfati,64,"Harvest House Publishers,U.S.",2022-09-06,4.04,0.96,4.82,71,0,1,2,6,62,173282,9780736986700,English,Religion
Zohar: The Book of Splendor : Basic Readings from the Kabbalah,Gershom Scholem,128,Random House USA Inc,1995-02-07,13.01,4.99,4.05,763,16,40,154,235,318,162179,9780805210347,English,Religion
God's Wisdom for Navigating Life : A Year of Daily Devotions in the Book of Proverbs,"Timothy Keller, Kathy Keller",400,Penguin Putnam Inc,2017-11-07,21.45,0.55,4.45,1243,6,22,114,360,741,30837,9780735222090,English,Religion
A Very Merry Bromance : It's the most Bromantic time of the year!,Lyssa Kay Adams,368,Headline Publishing Group,2022-11-01,10.48,2.02,4.15,12264,29,232,1947,5778,4278,42960,9781472285560,English,Religion
Canon Revisited : Establishing the Origins and Authority of the New Testament Books,Michael J. Kruger,368,CROSSWAY BOOKS,2012-04-30,33.41,0.09,4.56,610,5,6,31,167,401,126248,9781433505003,English,Religion
The Spirits' Book,Allan Kardec,424,Cosimo Classics,2005-11-30,27.45,1.05,4.4,1785,35,65,190,353,1142,177356,9781596053137,English,Religion
"Introduction to the Old Testament Prophetic Books, An",C. Hassell Bullock,480,Moody Publishers,2007-05-01,35.96,2.04,3.66,140,1,7,53,56,23,461621,9780802441546,English,Religion
My First Book of Questions and Answers,Carine MacKenzie,64,Christian Focus Publications Ltd,2011-03-20,3.40,1.60,4.34,29,1,0,5,5,18,139299,9781857925708,English,Religion
"Buddhist Art Coloring Book 2 : Buddhas, Deities, and Enlightened Masters from the Tibetan Tradition",Robert Beer,128,Shambhala Publications Inc,2016-02-20,17.53,0.47,4.44,9,0,0,1,3,5,142906,9781611803525,English,Religion
The Vocabulary Guide to Biblical Hebrew,"Miles V. Van Pelt, Gary D. Pratico",336,Zondervan,2013-07-11,18.27,5.03,4.18,66,0,3,13,19,31,70559,9780310250722,English,Religion
Book of Hosea,J. Andrew Dearman,408,William B Eerdmans Publishing Co,2010-08-03,40.61,6.89,4.11,27,0,0,4,16,7,304455,9780802825391,English,Religion
"The Complete Nyingma Tradition from Sutra to Tantra, Books 1 to 10 : Foundations of the Buddhist Path","Choying Tobden Dorje, Ngawang Zangpo, Lama Tharchin",976,Shambhala Publications Inc,2015-06-02,56.00,0.50,4.78,9,0,0,1,0,8,40419,9781559394352,English,Religion
"Commentary on the Gospel of John, Books 13-32 : Vol. 89",Origen,450,The Catholic University of America Press,2009-04-15,53.18,0.82,3.33,3,0,1,0,2,0,60940,9780813214658,English,Religion
"A Brief Guide to Secret Religions : A Complete Guide to Hermetic, Pagan and Esoteric Beliefs",David V. Barrett,416,"Little, Brown Book Group",2011-05-26,8.81,2.59,3.45,31,0,4,13,10,4,158474,9781849015950,English,Religion
"The Anointing : Yesterday, Today, Tomorrow","R T Kendall Ministries Inc., R.T. Kendall",224,John Murray Press,2003-04-17,8.37,4.13,4.4,131,0,2,19,35,75,159969,9780340721445,English,Religion
Pocket Book of Catholic Novenas,Reverend Lawrence G Lovasik,96,Catholic Book Publishing Co,1999-07-01,6.58,1.42,4.04,28,3,0,4,7,14,312543,9780899420370,English,Religion
Simple Prayer Book (Gift Edition),Catholic Truth Society,116,Catholic Truth Society,2011-01-01,4.40,0.12,4.25,8,0,0,3,0,5,252742,9781860822599,English,Religion
Treasury of Precious Qualities: Book One,"Longchen Yeshe Dorje, Jigme Lingpa, Padmakara Translation Group, H. H. The Dalai Lama",576,Shambhala Publications Inc,2010-04-20,37.25,1.75,4.79,28,0,0,1,4,23,237143,9781590307113,English,Religion
"The Masnavi, Book Five","Jalal Al-Din Rumi, Jawid Mojaddedi",320,Oxford University Press,2022-12-03,10.05,2.95,5,2,0,0,0,0,2,50002,9780192857071,English,Religion
"The Happiness Habit : A ""Little Book"" Guide to Your True Self",Daniel O'Leary,224,Columba Books,2015-12-13,11.61,10.39,4,15,0,0,4,7,4,43019,9781782182559,English,Religion
"Maimonides and the Book That Changed Judaism : Secrets of ""The Guide for the Perplexed""","Micah Goodman, Yedidya Sinclair",296,Jewish Publication Society,2015-05-01,34.62,2.38,4.42,123,2,1,10,40,70,222929,9780827612105,English,Religion
Book Of Vision Quest,Steven Foster,256,Simon & Schuster,1989-01-20,16.18,1.72,3.81,130,4,8,34,47,37,226443,9780671761899,English,Religion
Alchemical Active Imagination : Revised Edition,Marie-Louise Von Franz,160,Shambhala Publications Inc,1997-12-02,18.77,4.23,4.3,210,2,3,31,67,107,112316,9780877735892,English,Religion
"Peace, Love and You (A Spiritual Inspirational Self-Help Book about Self-Love, Spirituality, Self-Esteem and Meditation - Self Help books and Spiritual books on Meditation, Self Love, Self Esteem)",Nerissa Marie,262,Self Help Books,2017-04-30,12.94,1.86,3.82,11,1,0,4,1,5,462904,9781925647495,English,Religion
Calm Christmas and a Happy New Year : A little book of festive joy,Beth Kempton,240,"Little, Brown Book Group",2019-10-03,12.78,3.22,4.06,704,3,29,142,279,251,6449,9780349423555,English,Religion
The Jesus Lifestyle : Practical Guidelines for Living Out Jesus' Teachings,Nicky Gumbel,272,John Murray Press,2018-05-03,9.48,3.52,4.55,22,1,0,0,6,15,6494,9781473680760,English,Religion
Spiritual Unfoldment: Path of the Light v. 4,White Eagle,112,White Eagle Publishing Trust,2011-08-01,10.34,4.66,4.55,29,1,0,2,5,21,184094,9780854871513,English,Religion
"2,000 Years of Christ's Power Vol. 1 : The Age of the Early Church Fathers",Nick Needham,452,Christian Focus Publications Ltd,2016-10-07,26.92,4.58,4.67,429,0,3,8,117,301,177376,9781781917787,English,Religion
The Secret of the Golden Flower : The Classic Chinese Book of Life,Thomas Cleary,154,HarperCollins Publishers Inc,2002-10-24,14.91,2.09,4.15,1471,22,65,251,471,662,66386,9780062501936,English,Religion
The Wisdom of God : Seeing Jesus in the Psalms and Wisdom Books,Nancy Guthrie,272,CROSSWAY BOOKS,2012-02-29,14.99,5.01,4.3,305,2,4,40,115,144,236863,9781433526329,English,Religion
Saint Helena and the True Cross,Louis De Wohl,190,Ignatius Press,2012-02-09,12.97,1.03,4.47,74,0,1,7,22,44,170368,9781586175986,English,Religion
The Way of Wisdom : A Year of Daily Devotions in the Book of Proverbs (US title: God's Wisdom for Navigating Life),Timothy Keller,400,John Murray Press,2019-10-17,12.36,1.64,4.45,1243,6,22,114,360,741,12557,9781473647572,English,Religion
Charts of Biblical Hebrew,"Miles V. Van Pelt, Gary D. Pratico",144,Zondervan,2007-02-04,29.26,4.74,4.53,19,0,1,0,6,12,242449,9780310275091,English,Religion
Questions of Life : An Opportunity to Explore the Meaning of Life,Nicky Gumbel,240,John Murray Press,2018-05-03,11.33,1.17,3.92,379,14,20,89,114,142,146505,9781473680715,English,Religion
The Book of Five Rings : Miyamoto Musashi,"D E Tarver, Miyamoto Musashi",108,iUniverse,2004-01-04,11.49,0.61,4.01,44182,692,2470,9521,14722,16777,229775,9780595301249,English,Religion
School of Darkness,Bella V Dodd,274,Angelico Press,2017-09-10,21.76,1.74,4.16,156,1,10,24,49,72,226789,9781621382928,English,Religion
Book of Job,John E. Hartley,605,William B Eerdmans Publishing Co,1988-05-31,50.89,14.61,4.07,56,0,3,12,19,22,247335,9780802825285,English,Religion
Theological Interpretation of the Old Testament - A Book-by-Book Survey,"Kevin J. Vanhoozer, Craig Bartholomew, Daniel Treier",336,Baker Publishing Group,2008-11-01,20.41,7.09,3.97,86,1,3,21,34,27,51726,9780801036248,English,Religion
A Still Forest Pool : The Insight Meditation of Achaan Chah,"Jack Kornfield, Paul Breiter",192,"Quest Books,U.S.",2018-08-03,14.87,0.12,4.44,445,2,5,46,132,260,106313,9780835605977,English,Religion
A Time to Keep Silence,"Patrick Leigh Fermor, Karen Armstrong",128,"The New York Review of Books, Inc",2007-10-30,13.08,2.42,3.89,1510,13,75,389,628,405,96500,9781590172445,English,Religion
First Book of Samuel,David Toshio Tsumura,698,William B Eerdmans Publishing Co,2007-04-01,52.09,9.41,4.38,37,0,0,5,13,19,184195,9780802823595,English,Religion
The Worry Book : Finding A Path To Freedom,Will Van der Hart and Rob Waller,176,Inter-Varsity Press,2011-07-15,11.75,2.25,4.25,59,1,0,9,22,27,219808,9781844745432,English,Religion
The Book of the Dun Cow,Walter Wangerin,256,HarperCollins Publishers Inc,2003-09-01,15.61,2.39,4.03,4561,120,231,843,1578,1789,205831,9780060574604,English,Religion
The 100 Best Nonfiction Books,Robert McCrum,256,Galileo Publishers,2019-03-03,18.95,6.05,3,2,0,1,0,1,0,1365327,9781903385838,English,Religion
The Book of Letters : A Mystical Hebrew Alphabet,Rabbi Lawrence Kushner,80,Jewish Lights Publishing,1990-11-15,9.94,4.56,4.39,198,1,5,22,57,113,223482,9781683363446,English,Religion
Avenger's Angel: Lost Angels Book 1,Heather Killough-Walden,432,Headline Publishing Group,2011-12-01,10.83,0.67,3.89,3726,151,270,776,1175,1354,160007,9780755380374,English,Religion
Business By The Book : Complete Guide of Biblical Principles for the Workplace,Larry Burkett,320,Thomas Nelson Publishers,2006-01-03,15.95,2.05,4.18,392,7,15,65,119,186,221576,9780785287971,English,Religion
Introduction to the Historical Books : Strategies for Reading,Steven L. McKenzie,169,William B Eerdmans Publishing Co,2010-01-15,15.14,7.16,4.22,9,0,0,1,5,3,624913,9780802828774,English,Religion
Saint Therese of Lisieux : The Little Flower of Jesus,Catholic Book Publishing Corp,32,Catholic Book Publishing,2017-01-01,5.31,1.69,5,1,0,0,0,0,1,605562,9781947070097,English,Religion
Saint Joseph Prayerbook,Tan Books,100,TAN Books,2020-03-19,9.54,4.46,4.67,6,0,0,1,0,5,566788,9781505116793,English,Religion
The Book of Joy : Lasting Happiness in a Changing World,"Dalai Lama, Desmond Tutu, Douglas Carlton Abrams",544,Diversified Publishing,2016-09-20,25.74,2.76,4.38,50485,597,1213,5264,14822,28589,219699,9781524708634,English,Religion
Teaching Psalms Vol. 1 : From Text to Message,Christopher Ash,272,Christian Focus Publications Ltd,2017-08-04,10.90,0.60,4.7,30,0,0,0,9,21,195617,9781527100046,English,Religion
The Power of a Praying Grandparent Book of Prayers,Stormie Omartian,128,"Harvest House Publishers,U.S.",2016-09-01,6.34,1.66,4.6,94,0,0,9,20,65,54393,9780736963046,English,Religion
Thought Vibration or the Law of Attraction in the Thought World & Your Invisible Power By William Walker Atkinson and Genevieve Behrend - 2 Bestsellers in 1 Book,"William Walker Atkinson, Genevieve Behrend",144,www.bnpublishing.com,2006-04-30,11.11,3.09,4.05,40,1,1,9,13,16,99012,9789569569449,English,Religion
"The Illustrated Book of Prayers : Poems, Prayers and Thoughts for Every Day",E. I. Chafer,160,Flame Tree Publishing,2014-01-28,15.79,0.71,3.89,9,0,1,3,1,4,30412,9781783611096,English,Religion
How to Find God 3-Book Boxed Set : On Birth; On Marriage; On Death,Timothy Keller,384,Penguin Putnam Inc,2020-03-03,26.09,5.91,4.57,14,0,0,1,4,9,188378,9780525507550,English,Religion
"Kierkegaard's Writings IV, Part II : Either/Or","Soren Kierkegaard, Howard V. Hong, Edna H. Hong",536,Princeton University Press,1988-01-21,44.44,0.56,4.27,407,2,15,58,128,204,249305,9780691020426,English,Religion
The Book of Enoch,Robert Henry Charles,122,Aziloth Books,2013-10-15,10.97,2.23,4,3923,101,251,810,1136,1625,231583,9781909735255,English,Religion
Ministry by the Book : New Testament Patterns For Pastoral Leadership,Rev Dr Derek Tidball,288,Inter-Varsity Press,2008-11-21,20.55,2.95,3.9,41,0,3,8,20,10,275716,9781844743285,English,Religion
Spiritual Unfoldment: Ministry of Angels and the Invisible Worlds of Nature v. 2,White Eagle,144,White Eagle Publishing Trust,2005-03-01,6.98,8.02,4.34,64,0,3,8,17,36,162202,9780854871261,English,Religion
The Search for Beauty in Islam : A Conference of the Books,Khaled Abou El Fadl,428,Rowman & Littlefield,2006-01-01,56.95,7.35,4.48,653,14,16,57,124,442,253297,9780742550940,English,Religion
Blood and Oil : Mohammed bin Salman's Ruthless Quest for Global Power: 'The Explosive New Book',"Bradley Hope, Justin Scheck",368,John Murray Press,2021-09-16,11.14,2.36,4.27,5365,22,78,681,2259,2325,6497,9781529347890,English,Religion
How Religion Evolved : And Why It Endures,Robin Dunbar,352,Penguin Books Ltd,2022-04-07,25.44,1.56,4.08,149,2,3,25,70,49,60596,9780241431788,English,Religion
A Brief History of Secret Societies,David V. Barrett,368,"Little, Brown Book Group",2007-07-26,8.36,3.04,3.32,174,4,26,75,49,20,248333,9781845296155,English,Religion
The Secret of the Golden Flower : The Classic Chinese Book of Life,Thomas Cleary,154,HarperCollins Publishers Inc,2002-10-24,14.91,2.09,4.15,1471,22,65,251,471,662,66386,9780062501936,English,Religion
The Complete Guide to Godly Play : Revised and Expanded: Volume 2,"Jerome W. Berryman, Cheryl V. Minor, Rosemary Beales",184,Church Publishing Inc,2017-06-17,25.50,3.49,4.7,10,0,0,1,1,8,245910,9780819233592,English,Religion
My First Book of Bible Promises,Carine MacKenzie,64,Christian Focus Publications Ltd,2013-11-20,3.40,1.60,5,1,0,0,0,0,1,271771,9781845500399,English,Religion
The Total Money Makeover Workbook: Classic Edition : The Essential Companion for Applying the Book's Principles,Dave Ramsey,256,Thomas Nelson Publishers,2018-02-08,24.34,1.66,4.3,3376,47,91,443,1032,1763,71757,9781400206506,English,Religion
"2,000 Years of Christ's Power Vol. 1 : The Age of the Early Church Fathers",Nick Needham,452,Christian Focus Publications Ltd,2016-10-07,26.92,4.58,4.67,429,0,3,8,117,301,177376,9781781917787,English,Religion
The Wisdom of God : Seeing Jesus in the Psalms and Wisdom Books,Nancy Guthrie,272,CROSSWAY BOOKS,2012-02-29,14.99,5.01,4.3,305,2,4,40,115,144,236863,9781433526329,English,Religion
Buddhist Art Coloring Book 1 : Auspicious Symbols and Mythical Motifs from the Tibetan Tradition,Robert Beer,112,Shambhala Publications Inc,2016-01-06,14.53,2.47,4.22,9,0,1,0,4,4,213098,9781611803518,English,Religion
The Catholic Comic Book Bible : Gospel of Luke,Tan Books,120,TAN Books,2018-05-31,11.85,4.15,5,2,0,0,0,0,2,42192,9781505110135,English,Religion
A Book of Life,Peter Kingsley,258,CATAFALQUE PRESS,2021-09-01,43.06,0.34,4.42,45,0,1,8,7,29,309633,9781999638443,English,Religion
The Little Book of Life and Death,Douglas E. Harding,160,Shollond Trust,2009-07-14,18.56,0.14,4.06,31,1,1,9,4,16,282991,9780955451218,English,Religion
Saint Augustine's Prayer Book,"Derek Olsen, David Cobb",479,Forward Movement Publications,2013-12-01,22.40,9.10,4.5,119,0,1,15,26,77,50022,9780880283786,English,Religion
Tao Te Ching (Dao De Jing) : Lao Tzu's Book of the Way,Lao Tzu,102,Aziloth Books,2011-05-02,9.81,2.39,4.29,142647,2370,4748,18695,39499,77335,75927,9781908388117,English,Religion
Measure of a Man,Sidney Poitier,272,HarperCollins Publishers,2007-02-01,14.61,2.49,3.74,12380,413,1072,3272,4217,3406,123257,9780061357909,English,Religion
St. Gregory's Prayer Book,Ordinariate of the Chair of St Peter,448,Ignatius Press,2019-05-20,22.07,3.93,4.53,15,0,0,2,3,10,262512,9781621642701,English,Religion
A History of Liturgical Books from the Beginning to the Thirteenth Century,"Eric Palazzo, Madeleine Beaumont",288,Liturgical Press,1998-06-01,40.26,5.24,4,9,0,0,2,5,2,612242,9780814661673,English,Religion
Ovid: Metamorphoses Books IX-XII,Donald E. Hill,238,Liverpool University Press,1999-12-01,32.51,17.99,4.67,6,0,0,0,2,4,764815,9780856686467,Latin,Religion
The Book of Contemplation : Islam and the Crusades,Usama ibn Munqidh,400,Penguin Books Ltd,2008-10-01,14.91,1.59,3.92,364,5,21,77,157,104,128596,9780140455137,English,Religion
Community : Taking Your Small Group off Life Support,Brad House,256,Crossway Books,2011-09-07,15.25,11.45,3.94,634,6,27,144,277,180,164222,9781433523069,English,Religion
The Book of Lilith,Barbara Black Koltuv,144,"Hays (Nicolas) Ltd ,U.S.",2004-07-08,15.77,1.23,3.67,432,12,47,121,142,110,129564,9780892540143,English,Religion
