title,authors,number_of_pages,publisher,publication_date,price_in_euros,discount_in_euros,rating,number_of_votes_goodreads,number_of_votes_one_star,number_of_votes_two_stars,number_of_votes_three_stars,number_of_votes_four_stars,number_of_votes_five_stars,bestsellers_rank,isbn13,language,category
One Piece Vol. 35,Eiichiro Oda,192,Shueisha/Tsai Fong Books,2004-11-04,8.96,3.96,4.56,4382,11,44,370,994,2963,1022187,9784088736679,Japanese,Stationery
Recording Unhinged Coloring Book : For Those Who Color Outside the Lines,Sylvia Massy,96,Hal Leonard Corporation,2016-11-01,17.79,0.21,4.67,3,0,0,0,1,2,1123086,9781495076718,English,Stationery
The Little Book of Colouring for Calm : 100 Mandalas for Relaxation in Minutes,Madonna Gauding,208,Octopus Publishing Group,2015-09-01,8.87,2.13,4.5,4,0,0,0,2,2,1287294,9781781573143,English,Stationery
It's Wales: Welsh Quiz Book,Jim Green,96,Y Lolfa,2004-12-31,5.31,3.19,3.33,3,0,1,1,0,1,1314518,9780862437206,English,Stationery
52 Alternatives to Screen Time,Chronicle Books,54,Chronicle Books,2021-08-19,7.09,0.27,4.67,3,0,0,0,1,2,2215240,9781797212340,English,Stationery
Whatever is Lovely Postcard Book,Ink & Willow,24,Random House USA Inc,2020-10-20,12.13,2.37,4.86,14,0,0,0,2,12,1853305,9780593192917,English,Stationery
52 Awesome Things to Try Once in Your Life,Chronicle Books,54,Chronicle Books,2021-04-21,6.79,1.21,1.33,6,4,2,0,0,0,2215230,9781797202686,English,Stationery
One Piece Vol. 35,Eiichiro Oda,192,Shueisha/Tsai Fong Books,2004-11-04,8.96,3.96,4.56,4382,11,44,370,994,2963,1022187,9784088736679,Japanese,Stationery
My Reading Adventures : A Book Journal for Kids,Anne Bogel,144,"Harvest House Publishers,U.S.",2022-08-02,16.59,1.41,4.86,28,1,0,0,0,27,483271,9780736983099,English,Stationery
Colouring Chinoiserie : A Sophisticated Activity Book,William Sim,96,Marshall Cavendish International (Asia) Pte Ltd,2016-08-07,14.38,6.62,4,2,0,0,0,2,0,498682,9789814751070,English,Stationery
My Life in Emoticons : A Journal,Chronicle Books,112,CHRONICLE BOOKS,2017-08-01,7.87,5.13,5,1,0,0,0,0,1,2169197,9781452163604,English,Stationery
Cool Construction Site Stickers,Dover,4,Dover Publications Inc.,2016-06-24,4.00,1.00,4,1,0,0,0,1,0,627867,9780486803166,English,Stationery
I Love You Mommy - Kids Picture Books : Love You Forever,Hana Maria,30,Independently Published,2020-05-14,11.60,0.43,3.8,5,0,1,1,1,2,9798645764678,9798645764678,English,Stationery
The Offical Bob Ross Coloring Book : The Colors of the Four Seasons,Bob Ross,96,Universe Publishing,2019-09-03,17.06,0.44,4.5,8,0,0,1,2,5,1058732,9780789336811,English,Stationery
Inuit Art from Cape Dorset Sticker Book,Dorset Fine Art,8,"Pomegranate Communications Inc,US",2014-06-01,9.01,0.99,5,1,0,0,0,0,1,928654,9780764968822,English,Stationery
One Year Wiser : The Coloring Book,Mike Medaglia,112,SELFMADEHERO,2016-01-19,14.26,1.74,4.43,136,0,3,17,35,81,1039535,9781910593141,English,Stationery
Sweet Escape Coloring Book : Patience & Serenity,Coloring Books for Adults,82,Zing Books,2015-08-25,9.43,2.07,5,1,0,0,0,0,1,1896189,9780996275484,English,Stationery
Adult Coloring Book,Speedy Publishing Llc,46,Speedy Publishing Books,2015-05-04,12.18,0.72,3,1,0,0,1,0,0,1074953,9781681459752,English,Stationery
Spirited Away Journal,Studio Ghibli,192,Chronicle Books,2020-11-30,13.76,0.74,5,1,0,0,0,0,1,1054699,9781452179575,English,Stationery
The Picador Book of Birth Poems,Kate Clanchy,176,Pan Macmillan,2012-01-05,6.63,5.77,3.46,13,2,1,2,5,3,995556,9780330456852,English,Stationery
Bloody Alphabet : The Scariest Serial Killers Coloring Book. A True Crime Adult Gift - Full of Famous Murderers. For Adults Only.,Brian Berry,52,Kolme Korkeudet Oy,2020-01-20,21.37,3.63,4.67,6,0,0,0,2,4,255847,9789526929262,English,Stationery
"Gilmore Girls: You're My Coffee, Coffee, Coffee! A Fill-In Book",Michelle Morgan,96,"Running Press,U.S.",2022-04-28,9.55,3.45,5,1,0,0,0,0,1,9780762480074,9780762480074,English,Stationery
Tank Girl Coloring Book,"Alan Martin, Brett Parsons, Jamie Hewlett",80,Titan Books Ltd,2018-10-16,14.44,1.06,3,1,0,0,1,0,0,1079803,9781785867514,English,Stationery
Spawn Coloring Book,Todd McFarlane,96,Image Comics,2016-04-19,18.86,1.24,4.5,4,0,0,1,0,3,1027700,9781632157850,English,Stationery
So Many Books So Little Time - Jo Cox Poster,Jo Cox,1,Graffeg Limited,2016-11-11,12.47,3.53,5,1,0,0,0,0,1,1957807,9781912050659,English,Stationery
Color Me Swoon : The Beefcake Activity Book for Good Color-Inners as well as Beginners,Mel Elliott,128,Penguin Putnam Inc,2013-09-03,14.79,1.21,4.14,28,1,0,7,6,14,305747,9780399165474,English,Stationery
Hygge Happy Coloring Book : Coloring Pages for a Cozy Life,Robin Pickens,80,Design Originals,2017-09-26,9.98,1.02,3.5,2,0,1,0,0,1,844358,9781497203655,English,Stationery
Just Enough Turkish,Passport Books,144,"NTC Publishing Group,U.S.",1990-10-21,11.60,1.40,3.4,15,0,4,4,4,3,1695883,9780844295183,English,Stationery
The One World Tarot : A Deck and Book Set,"Lena Rodriguez, Seanna Rose, June Rifkin, Alexandra Filipek",304,St Martin's Press,2022-10-04,20.65,14.35,5,1,0,0,0,0,1,448245,9781250809315,English,Stationery
Em & Friends About You Book Fill in the Love Fill-in-the-Blank Book & Gift Journal,Em & Friends,64,Knock Knock,2019-07-10,7.14,1.97,3.75,4,1,0,0,1,2,2622464,9781642445626,English,Stationery
The American Sign Language Phrase Book with DVD,"Barbara Bernstein Fant, Lou Fant",400,McGraw-Hill Education - Europe,2011-06-09,21.20,1.80,4.07,282,5,15,53,91,118,780844,9780071759328,English,Stationery
"Corrective Reading Decoding Level B2, Student Book",McGraw Hill,240,McGraw-Hill Education - Europe,2007-04-16,50.27,5.73,5,1,0,0,0,0,1,757592,9780076112265,English,Stationery
Self Care: Volume 6 : A Journal to Reclaim Your Time to Rest and Rejuvenate,Editors of Chartwell Books,160,Book Sales Inc,2021-06-22,9.52,1.48,3.93,15,1,2,1,4,7,3099692,9780785839248,English,Stationery
The Queen From Provence : (The Plantagenets: book VI): a wonderfully evocative and beautifully atmospheric novel bringing the Plantagenets to life from the Queen of English historical fiction,Jean Plaidy,400,Cornerstone,2008-02-07,12.40,0.10,3.89,632,8,24,180,238,182,66729,9780099510277,English,Stationery
Color Me Drunk : A Drinking and Drawing Activity Book,Potter Gift,128,Random House USA Inc,2012-08-07,18.08,1.92,4.33,27,0,1,5,5,16,323634,9780307886927,English,Stationery
Harley Quinn Talking Figure and Illustrated Book,Steve Korté,48,"Running Press,U.S.",2021-08-19,10.62,3.88,4,1,0,0,0,1,0,763332,9780762474684,English,Stationery
Book Marks (Guided Journal) : A Reading Tracker,Book Riot,144,Abrams,2020-02-11,15.04,1.96,2.5,2,1,0,0,1,0,1066651,9781419743573,English,Stationery
Em & Friends About You Book Fill in the Love Fill-in-the-Blank Book & Gift Journal,Em & Friends,64,Knock Knock,2019-07-10,7.14,1.97,3.75,4,1,0,0,1,2,2622464,9781642445626,English,Stationery
Pusheen: I Like You More than Pizza : A Fill-In Book,Claire Belton,96,"Running Press,U.S.",2020-04-30,11.09,1.91,4.75,16,0,0,2,0,14,284037,9780762496969,English,Stationery
"The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa, the African, Written by Himself : With Two Maps (Aziloth Books)","Olaudah Equiano, Gustavus Vassa",152,Aziloth Books,2018-06-04,11.36,1.24,3.74,12200,241,1023,3635,4031,3270,1293201,9781911405672,English,Stationery
New York Street Style : A Coloring Book,Zoe De Las Cases,80,Random House USA Inc,2017-08-29,15.83,2.17,4,6,0,0,1,4,1,673661,9781524760229,English,Stationery
"Stories from Puerto Rico / Historias de Puerto Rico, Second Edition",Robert Muckley,192,McGraw-Hill Education - Europe,2010-05-16,18.75,0.75,3.38,16,1,1,5,9,0,547605,9780071701754,English,Stationery
Nursing the Acutely ill Adult: Case Book,"Karen Page, Aidin McKinney",200,Open University Press,2013-03-30,35.27,1.73,4.55,11,0,0,2,1,8,622679,9780335243099,English,Stationery
Modern Toss: The Working Day Colouring Book,"Jon Link, Mick Bunnage",64,Modern Toss Limited,2016-05-26,12.98,2.52,3.8,5,0,0,1,4,0,697461,9780992910723,English,Stationery
Just Enough Greek,Passport Books,160,"NTC Publishing Group,U.S.",1983-05-16,11.78,1.22,3.5,4,0,1,1,1,1,1549835,9780844295053,English,Stationery
Just Enough Turkish,Passport Books,144,"NTC Publishing Group,U.S.",1990-10-21,11.60,1.40,3.4,15,0,4,4,4,3,1695883,9780844295183,English,Stationery
The One World Tarot : A Deck and Book Set,"Lena Rodriguez, Seanna Rose, June Rifkin, Alexandra Filipek",304,St Martin's Press,2022-10-04,20.65,14.35,5,1,0,0,0,0,1,448245,9781250809315,English,Stationery
Unicorns Are Jerks: Coloring and Activity Book,"Sourcebooks, Theo Lorenz",96,"Sourcebooks, Inc",2017-04-01,13.26,0.74,4.5,4,0,0,1,0,3,873375,9781492647591,English,Stationery
"The Books of Jonah, Micah and Nahum",Alasdair Gray,48,Canongate Books,2011-03-24,3.86,1.14,4.71,7,0,0,0,2,5,2097710,9780862419714,English,Stationery
The Apostles' Creed Coloring Book,Natasha Kennedy,20,Faithlife Corporation,2022-02-02,4.92,0.58,5,1,0,0,0,0,1,984168,9781683596257,English,Stationery
The Trading Book Course: A Practical Guide to Profiting with Technical Analysis,Anne-Marie Baiynd,192,McGraw-Hill Education - Europe,2013-02-08,37.42,6.08,3,8,1,1,3,3,0,795186,9780071803366,English,Stationery
World Beat Designs: Mandalas and More Coloring Book,Debra Valencia,80,Design Originals,2015-11-01,9.79,1.21,5,1,0,0,0,0,1,844353,9781497200029,English,Stationery
Posh Adult Coloring Book: Hymnspirations for Joy & Praise,Deborah Muller,128,Andrews McMeel Publishing,2016-04-07,12.89,1.11,3.33,3,0,0,2,1,0,844773,9781449477998,English,Stationery
Em & Friends Pep Talk Postcard Book,Em & Friends,20,Knock Knock,2019-04-09,8.72,1.52,3.67,3,1,0,0,0,2,939600,9781642444810,English,Stationery
The Scottish Nature Colouring Book,Eilidh Muldoon,48,Birlinn General,2022-07-05,13.21,1.79,5,1,0,0,0,0,1,797930,9781780277639,English,Stationery
Inuit Art Birds Book of Postcards,Inuit,30,"Pomegranate Communications Inc,US",2004-08-01,13.35,1.15,5,3,0,0,0,0,3,812863,9780764924729,English,Stationery
The Official Bitcoin Coloring Book,Satoshi Nakamoto,72,Leaf Storm Press,2020-01-02,11.60,1.90,4,2,0,0,1,0,1,916481,9781945652011,English,Stationery
Paramedics: From Street to Emergency Department Case Book,"Sarah Fellows, Bob Fellows",176,Open University Press,2012-02-16,34.47,1.03,5,1,0,0,0,0,1,738406,9780335242672,English,Stationery
Catbus Plush Journal,Studio Ghibli,96,Chronicle Books,2019-03-05,15.58,2.92,5,1,0,0,0,0,1,544863,9781452168654,English,Stationery
Conflict Resolution,Daniel Dana,192,McGraw-Hill Education - Europe,2001-01-03,16.42,0.58,3.41,71,2,13,22,22,12,510002,9780071364317,English,Stationery
"Chalk-Style Celebrations Coloring Book : Color With All Types of Markers, Gel Pens & Colored Pencils",Valerie McKeehan,80,Design Originals,2016-10-04,9.79,1.21,5,1,0,0,0,0,1,769549,9781497201637,English,Stationery
Color Sisterhood Coloring Book,Suzy Toronto,64,Design Originals,2016-05-03,5.94,0.06,4,4,0,0,1,2,1,844356,9781497201583,English,Stationery
"The Big Book of Business Games: Icebreakers, Creativity Exercises and Meeting Energizers","John Newstrom, Edward Scannell",170,McGraw-Hill Education - Europe,1996-01-30,28.64,3.86,3.45,65,3,12,20,13,17,594063,9780070464766,English,Stationery
Just Enough Greek,Passport Books,160,"NTC Publishing Group,U.S.",1983-05-16,11.78,1.22,3.5,4,0,1,1,1,1,1549835,9780844295053,English,Stationery
Paper Blossoms for All Seasons : A Book of Beautiful Bouquets for the Table,Ray Marshall,4,CHRONICLE BOOKS,2017-06-20,34.21,7.29,4.4,5,0,1,0,0,4,246620,9781452149981,English,Stationery
Great Speeches For Better Speaking (Book + Audio CD),Michael Eidenmuller,256,McGraw-Hill Education - Europe,2008-07-16,22.99,2.01,3.97,30,0,1,8,12,9,648952,9780071472296,English,Stationery
"The Big Book of Stress Relief Games: Quick, Fun Activities for Feeling Better",Robert Epstein,224,McGraw-Hill Education - Europe,2000-04-17,25.09,0.41,3.41,22,2,3,7,4,6,594062,9780070218666,English,Stationery
Kerem Beyit: Red Dragon (Blank Sketch Book),Flame Tree Studio,176,Flame Tree Publishing,2016-08-25,20.78,0.72,4,1,0,0,0,1,0,695217,9781786640178,English,Stationery
William Morris : An Arts & Crafts Colouring Book,Victoria and Albert Museum,96,Thames & Hudson Ltd,2017-01-31,19.98,0.52,4.6,5,0,0,0,2,3,266149,9780500420591,English,Stationery
"The Great Book of Journaling : How Journal Writing Can Support a Life of Wellness, Creativity, Meaning and Purpose (Therapeutic Writing, Personal Writing)","Eric Maisel, Lynda Monk",288,Mango Media,2022-06-14,20.33,3.67,3.85,13,0,0,5,5,3,750320,9781642508543,English,Stationery
Harry Potter and the Chamber of Secrets Enchanted Postcard Book,,40,Titan Books Ltd,2017-11-28,10.58,0.92,5,3,0,0,0,0,3,724576,9781785657429,English,Stationery
The Big Book of Six Sigma Training Games: Proven Ways to Teach Basic DMAIC Principles and Quality Improvement Tools,"Chris Chen, Hadley Roth",256,McGraw-Hill Education - Europe,2005-01-16,24.40,0.60,3.25,24,1,5,8,7,3,437326,9780071443852,English,Stationery
Unwind Every Day : A Journal,Chronicle Books,388,CHRONICLE BOOKS,2018-05-01,14.02,3.48,2.75,4,1,0,2,1,0,1270774,9781452167817,English,Stationery
"My Reading Life : What I Read, How It Felt, and What I Thought (A Book Journal for Book Lovers. Gi fts for Book Lovers. Gifts for Readers)",Spruce Books,176,Sasquatch Books,2022-01-11,15.25,2.75,3,1,0,0,1,0,0,9781632174222,9781632174222,English,Stationery
William Morris : An Arts & Crafts Colouring Book,Victoria and Albert Museum,96,Thames & Hudson Ltd,2017-01-31,19.98,0.52,4.6,5,0,0,0,2,3,266149,9780500420591,English,Stationery
Posh Adult Coloring Book: Prayers for Inspiration & Peace,Deborah Muller,128,Andrews McMeel Publishing,2016-04-07,12.81,1.19,5,3,0,0,0,0,3,589356,9781449477981,English,Stationery
Making Out in Turkish : (Turkish Phrasebook),Ashley Carman,128,Tuttle Publishing,2013-03-11,7.21,1.29,4.14,7,0,0,1,4,2,438353,9780804840255,English,Stationery
Disney Word Search and Coloring Book,Editors of Thunder Bay Press,120,"Readerlink Distribution Services, LLC",2020-10-06,9.94,0.06,5,1,0,0,0,0,1,710595,9781645174059,English,Stationery
The Trader's Book of Volume: The Definitive Guide to Volume Trading,Mark Leibovit,416,McGraw-Hill Education - Europe,2011-03-16,53.71,5.79,3.43,14,2,2,3,2,5,620526,9780071753753,English,Stationery
The Colouring Book of Glasgow,Eilidh Muldoon,48,Birlinn General,2019-09-11,13.22,1.78,5,1,0,0,0,0,1,731828,9781780276144,English,Stationery
"The NeuroICU Book, Second Edition",Kiwon Lee,1104,McGraw-Hill Education - Europe,2017-09-05,81.26,34.24,4.55,20,0,0,1,7,12,66982,9780071841443,English,Stationery
Russian Alphabet Colouring Book,"Amanita (Alexander Erashov), Fuel, Damon Murray, Stephen Sorrell",112,FUEL Publishing,2016-09-08,17.66,2.34,5,3,0,0,0,0,3,707070,9780993191145,English,Stationery
Color Friendship Coloring Book,Suzy Toronto,64,Design Originals,2016-05-03,5.94,0.06,4,1,0,0,0,1,0,708514,9781497201590,English,Stationery
Disney Frozen Postcard Box,Disney,100,CHRONICLE BOOKS,2019-10-15,22.75,1.75,5,1,0,0,0,0,1,446782,9781452176871,English,Stationery
The Practical Mariner's Book of Knowledge,John Vigor,288,McGraw-Hill Education - Europe,2013-03-16,21.60,0.40,3.97,60,1,4,12,22,21,698223,9780071808286,English,Stationery
"The Big Book of Presentation Games: Wake-Em-Up Tricks, Icebreakers, and Other Fun Stuff","John Newstrom, Edward Scannell",224,McGraw-Hill Education - Europe,1998-01-16,27.43,0.07,3.74,65,1,5,21,21,17,418728,9780070465015,English,Stationery
Complete Urdu Beginner to Intermediate Course : (Book and audio support),"David Matthews, Mohamed Kasim Dalvi",472,John Murray Press,2014-11-28,43.60,10.90,3.41,17,1,3,4,6,3,46168,9781444195941,English,Stationery
This Annoying Life : A Mindless Coloring Book for the Highly Stressed,Oslo Davis,64,CHRONICLE BOOKS,2016-10-04,13.82,0.18,4.27,22,0,0,4,8,10,386988,9781452159782,English,Stationery
Edward Gorey Colouring Book,Edward Gorey,48,"Pomegranate Communications Inc,US",2013-01-01,10.36,0.64,4.67,3,0,0,0,1,2,667468,9780764953460,English,Stationery
"My Father's Life - Second Edition: Volume 27 : Dad, I Want to Know Everything About You",Editors of Chartwell Books,204,Book Sales Inc,2022-04-26,11.11,2.89,1,2,2,0,0,0,0,1058571,9780785840220,English,Stationery
Spirit Animal Tarot : Includes an Inspirational Book and a Full Deck of Specially Commissioned Tarot Cards,Dawn Brunke,96,"Ryland, Peters & Small Ltd",2020-02-11,22.23,1.27,5,5,0,0,0,0,5,32781,9781782498230,English,Stationery
The Widow of Windsor : (Queen Victoria: Book 4),Jean Plaidy,464,Cornerstone,2008-10-02,18.36,0.14,3.93,427,5,19,113,154,136,225416,9780099510253,English,Stationery
The Disney Villains Postcard Box : 100 Collectible Postcards,Disney,100,Chronicle Books,2020-11-17,23.37,1.13,5,1,0,0,0,0,1,402893,9781797200897,English,Stationery
Improve Your English: English in Everyday Life (DVD w/ Book),"Stephen Brown, Ceil Lucas",144,McGraw-Hill Education - Europe,2008-11-16,13.69,8.31,3.25,8,0,3,1,3,1,490260,9780071497176,English,Stationery
The Charles Rennie Mackintosh Colouring Book,Eilidh Muldoon,48,Birlinn General,2018-07-10,13.64,1.36,5,1,0,0,0,0,1,617924,9781780275482,English,Stationery
Improve Your English: English in the Workplace (DVD w/ Book),"Stephen Brown, Ceil Lucas",144,McGraw-Hill Education - Europe,2008-11-16,14.43,9.07,2.57,7,2,2,1,1,1,490066,9780071497183,English,Stationery
Out of Your Mind : A Journal and Coloring Book to Distract Your Anxious Mind,Dani DiPirro,160,Penguin Putnam Inc,2022-09-13,14.57,2.43,5,2,0,0,0,0,2,55494,9780593538388,English,Stationery
Em & Friends Feel Terrible Book Fill in the Love Fill-in-the-Blank Book & Gift Journal,Em & Friends,64,Knock Knock,2019-07-10,7.14,1.97,5,1,0,0,0,0,1,34601,9781642445633,English,Stationery
Tiffany Glass Coloring Book,"Jessica Palmer, The New York Historical Society",96,Rizzoli International Publications,2017-09-19,17.77,0.23,5,1,0,0,0,0,1,670105,9780847860708,English,Stationery
"Quilt Label Collective CD Vol. 1 : Over 150 Designs to Customize, Print & Embellish",Various,1,C & T Publishing,2012-05-16,9.66,3.34,1,2,2,0,0,0,0,554370,9781607054191,English,Stationery
