title,authors,number_of_pages,publisher,publication_date,price_in_euros,discount_in_euros,rating,number_of_votes_goodreads,number_of_votes_one_star,number_of_votes_two_stars,number_of_votes_three_stars,number_of_votes_four_stars,number_of_votes_five_stars,bestsellers_rank,isbn13,language,category
Passages from the American Note-Books of Nathaniel Hawthorne. Volume 2 of 2,Nathaniel Hawthorne,232,"Gale Ecco, Sabin Americana",2012-02-22,24.52,2.48,1,1,1,0,0,0,0,9781275668980,9781275668980,English,"History, Archaeology"
"The Puritan Way of Death : A Study in Religion, Culture, and Social Change",David E. Stannard,250,Oxford University Press Inc,1979-05-31,18.15,2.85,3.8,86,0,4,27,37,18,1408601,9780195025217,English,"History, Archaeology"
The Moon : A History for the Future,"Oliver Morton, The Economist",352,"PublicAffairs,U.S.",2019-06-04,29.29,0.21,3.56,401,10,34,138,159,60,1460279,9781541774322,English,"History, Archaeology"
O'Brien Pocket History of Gaelic Sport,Eamonn Sweeney,120,O'Brien Press Ltd,2005-02-01,8.70,5.80,4,2,0,0,1,0,1,1338058,9780862788544,English,"History, Archaeology"
House at Otowi Bridge,Church,159,University of New Mexico Press,1979-06-01,16.23,2.77,4.07,382,0,9,92,144,137,1545272,9780826302816,English,"History, Archaeology"
Den Forna Seden: v. 2,Östen Kjellman,346,Arktos Media,2011-08-10,27.13,1.37,3.33,3,0,0,2,1,0,1779606,9781907166532,Swedish,"History, Archaeology"
Inventing Western Civilization,Thomas C. Patterson,158,"Monthly Review Press,U.S.",1998-03-01,14.29,1.71,3.48,46,2,6,12,20,6,1329451,9780853459613,English,"History, Archaeology"
Six Galleons for the King of Spain : Imperial Defense in the Early Seventeenth Century,Carla Rahn Phillips,332,Johns Hopkins University Press,1992-10-01,40.83,13.07,4.53,15,0,0,0,7,8,1540905,9780801845130,English,"History, Archaeology"
100 Amazing Facts About The Negro : With Complete Proof,"J A Rogers, Lushena Books",56,Lushena Books,2014-03-01,7.75,1.05,4.5,443,4,8,48,85,298,9781631820793,9781631820793,English,"History, Archaeology"
The Best Of The Little Known Black History Facts,"Lady Sala S Shabazz, Lushena Books",132,Lushena Books,2002-03-04,12.75,2.45,4.75,4,0,0,0,1,3,9781930097452,9781930097452,English,"History, Archaeology"
A Catalogue of the Wade Collection of Chinese and Manchu Books in the Library of the University of C,"Herbert Allen Giles, Thomas Francis Wade, T S Wentworth",202,"Primary Sources, Historical Collections",2011-02-15,22.76,3.24,5,1,0,0,0,0,1,9781241066840,9781241066840,English,"History, Archaeology"
The Breakfast Book,Andrew Dalby,232,Reaktion Books,2015-12-15,13.71,2.29,3.13,23,1,4,11,5,2,2215041,9781780235073,English,"History, Archaeology"
V-2 : A Combat History of the First Ballistic Missile,T D Dungan,256,Westholme Publishing,2019-08-30,23.31,7.88,3.87,15,0,1,3,8,3,2647422,9781594163272,English,"History, Archaeology"
Joe : The Coffee Book,"Jonathan Rubinstein, Judith Choate, Steve Pool",160,Rowman & Littlefield,2012-08-12,13.29,7.71,3.49,74,0,10,31,20,13,967483,9780762778652,English,"History, Archaeology"
Book XXXIX,"Livy, Gary Forsythe",100,Bryn Mawr Commentaries,1994-01-30,16.32,0.68,4.5,2,0,0,0,1,1,2107854,9780929524825,Latin,"History, Archaeology"
Battle of Gettysburg (PIC Am-Old) : Vintage Images of America's Living Past,"Applewood Books, Jim Lantos",56,Applewood Books,2009-03-01,8.95,2.05,4,1,0,0,0,1,0,9781429097093,9781429097093,English,"History, Archaeology"
Boston Baseball,"Applewood Books, Jim Lantos",58,Applewoods Pictorial America,2009-01-16,9.08,1.92,2.5,2,0,1,1,0,0,9781608890095,9781608890095,English,"History, Archaeology"
The Book of the Bee : Edited by E. A. W. Budge,Solomon Of Akhlat,364,Gorgias Press,2006-12-28,117.62,2.18,3.83,23,1,2,5,7,8,2646730,9781593334024,English,"History, Archaeology"
The Book And The Sword : A Life Of Learning In The Shadow Of Destruction,David Weiss Halivni,208,Taylor & Francis Ltd,2021-05-31,43.75,3.25,5,2,0,0,0,0,2,2046190,9780367305864,English,"History, Archaeology"
The Book And The Sword : A Life Of Learning In The Shadow Of Destruction,David Weiss Halivni,208,Taylor & Francis Ltd,2021-05-31,43.75,3.25,5,2,0,0,0,0,2,2046190,9780367305864,English,"History, Archaeology"
V-2 : A Combat History of the First Ballistic Missile,T D Dungan,256,Westholme Publishing,2019-08-30,23.31,7.88,3.87,15,0,1,3,8,3,2647422,9781594163272,English,"History, Archaeology"
The Breakfast Book,Andrew Dalby,232,Reaktion Books,2015-12-15,13.71,2.29,3.13,23,1,4,11,5,2,2215041,9781780235073,English,"History, Archaeology"
The Book of the Bee : Edited by E. A. W. Budge,Solomon Of Akhlat,364,Gorgias Press,2006-12-28,117.62,2.18,3.83,23,1,2,5,7,8,2646730,9781593334024,English,"History, Archaeology"
The Anguish of Surrender : Japanese POWs of World War II,Ulrich A. Straus,272,University of Washington Press,2005-03-31,31.06,0.94,4,11,0,0,2,7,2,1097637,9780295985084,English,"History, Archaeology"
