title,authors,number_of_pages,publisher,publication_date,price_in_euros,discount_in_euros,rating,number_of_votes_goodreads,number_of_votes_one_star,number_of_votes_two_stars,number_of_votes_three_stars,number_of_votes_four_stars,number_of_votes_five_stars,bestsellers_rank,isbn13,language,category
Royally Endowed : The Royally Series Book 3,Emma Chase,350,Diversion Books,2017-08-31,14.40,1.60,4.12,17010,162,524,2976,6734,6614,293017,9781682307779,English,Romance
Barbarella Vol. 1: Red Hot Gospel,"Mike Carey, Kenan Yarar",128,Dynamite Entertainment,2018-10-23,16.18,3.32,3.16,150,9,25,62,41,13,708521,9781524107529,English,Romance
Lucy's Little Village Book Club : A heartwarming feel good romance novel,Emma Davies,328,Bookouture,2017-11-24,13.66,0.94,4.02,879,10,42,186,320,321,751583,9781786813220,English,Romance
A Valley Dream : Book 1 in the uplifting new Backshaw Moss series,Anna Jacobs,368,Hodder & Stoughton,2022-04-05,8.65,0.35,4.61,653,0,5,40,158,450,182269,9781529353518,English,Romance
"The Mirage : The Morland Dynasty, Book 22",Cynthia Harrod-Eagles,512,"Little, Brown Book Group",2000-05-04,12.24,1.76,4.22,288,1,6,50,104,127,279082,9780751525465,English,Romance
"Twisted Truths: Blood Brothers Book 3 : A suspenseful, compelling thriller",Rebecca Zanetti,432,Headline Publishing Group,2017-11-14,11.03,0.47,4.22,2320,19,71,350,817,1063,635339,9781472244680,English,Romance
Immortal Unchained : Book Twenty-Five,Lynsay Sands,384,Orion Publishing Co,2017-03-30,10.56,1.94,4.14,5196,63,230,880,1782,2241,305096,9781473221536,English,Romance
Angelus : The Books of Raziel,Sabrina Benulis,400,HarperCollins Publishers Inc,2016-03-10,14.66,1.34,3.89,88,1,4,26,30,27,829069,9780062069429,English,Romance
"Dark Shadows the Complete Paperback Library Reprint Book 27 : Barnabas, Quentin and Dr. Jekyll's Son",Marilyn Ross,144,Hermes Press,2023-01-17,16.21,3.29,4.13,47,0,2,10,15,20,692135,9781613452493,English,Romance
The Shadows of Christmas Past,"Christine Feehan, Susan Sizemore",384,SIMON & SCHUSTER,2022-10-25,10.80,0.20,4.26,2922,16,80,514,828,1484,465037,9781668004791,English,Romance
The School at the Top of the Dale : Book 1 in bestselling author Gervase Phinn's beautiful new Top of The Dale series,Gervase Phinn,416,Hodder & Stoughton,2018-12-04,11.39,0.11,4.29,535,6,20,66,162,281,223990,9781473650596,English,Romance
Changing The Game: Play-By-Play Book 2,Jaci Burton,320,Headline Publishing Group,2013-12-05,10.12,2.28,4.11,21503,226,753,3954,8105,8465,864191,9781472215437,English,Romance
The Exiled Blade : Book 3 of the Assassini,Jon Courtenay Grimwood,384,"Little, Brown Book Group",2014-01-23,10.86,1.54,3.87,392,6,22,91,170,103,265377,9781841498492,English,Romance
Red Blooded : Book 4 in the Jessica McClain series,Amanda Carlson,368,"Little, Brown Book Group",2014-09-09,8.12,4.28,3.86,1290,20,73,342,487,368,333327,9780356504032,English,Romance
Playing To Win: Play-By-Play Book 4,Jaci Burton,320,Headline Publishing Group,2014-01-02,9.45,2.05,4.08,14710,110,536,2920,5645,5499,635330,9781472215475,English,Romance
The Prophecy : The Titan Series Book 4,Jennifer L. Armentrout,352,Hodder & Stoughton,2021-06-01,9.69,1.81,4.31,8186,74,285,1085,2337,4405,50099,9781473673199,English,Romance
Sunshine Coast Books 1-3,Annie Seaton,572,Annie Seaton Author,2021-07-05,29.38,3.22,4.59,17,0,0,1,5,11,2083208,9780645152814,English,Romance
